维度,纪元,空间带,学派形态,领域切片,状态,产物数
经济,启航,④深空,互济,02物质配给,OPEN,0
经济,启航,④深空,互济,03暗舱黑市,OPEN,0
经济,启航,④深空,互济,04贸易关税,OPEN,0
经济,启航,④深空,互济,05具名工时,OPEN,0
经济,启航,④深空,互济,06残值回收,OPEN,0
经济,启航,④深空,互济,07风险平准,OPEN,0
经济,启航,④深空,商贸,01意义资产,OPEN,0
经济,启航,④深空,商贸,02物质配给,OPEN,0
经济,启航,④深空,商贸,03暗舱黑市,OPEN,0
经济,启航,④深空,商贸,04贸易关税,OPEN,0
经济,启航,④深空,商贸,05具名工时,OPEN,0
经济,启航,④深空,商贸,06残值回收,OPEN,0
经济,启航,④深空,商贸,07风险平准,OPEN,0
经济,启航,④深空,工技,01意义资产,OPEN,0
经济,启航,④深空,工技,02物质配给,OPEN,0
经济,启航,④深空,工技,03暗舱黑市,OPEN,0
经济,启航,④深空,工技,04贸易关税,OPEN,0
经济,启航,④深空,工技,05具名工时,OPEN,0
经济,启航,④深空,工技,06残值回收,OPEN,0
经济,启航,④深空,工技,07风险平准,OPEN,0
经济,启航,④深空,科医,01意义资产,OPEN,0
经济,启航,④深空,科医,02物质配给,OPEN,0
经济,启航,④深空,科医,03暗舱黑市,OPEN,0
经济,启航,④深空,科医,04贸易关税,OPEN,0
经济,启航,④深空,科医,05具名工时,OPEN,0
经济,启航,④深空,科医,06残值回收,OPEN,0
经济,启航,④深空,科医,07风险平准,OPEN,0
经济,启航,⑤比邻星,官档,01意义资产,PART,1
经济,启航,⑤比邻星,官档,02物质配给,OPEN,0
经济,启航,⑤比邻星,官档,03暗舱黑市,OPEN,0
经济,启航,⑤比邻星,官档,04贸易关税,OPEN,0
经济,启航,⑤比邻星,官档,05具名工时,OPEN,0
经济,启航,⑤比邻星,官档,06残值回收,OPEN,0
经济,启航,⑤比邻星,官档,07风险平准,OPEN,0
经济,启航,⑤比邻星,私档,01意义资产,OPEN,0
经济,启航,⑤比邻星,私档,02物质配给,OPEN,0
经济,启航,⑤比邻星,私档,03暗舱黑市,OPEN,0
经济,启航,⑤比邻星,私档,04贸易关税,OPEN,0
经济,启航,⑤比邻星,私档,05具名工时,OPEN,0
经济,启航,⑤比邻星,私档,06残值回收,OPEN,0
经济,启航,⑤比邻星,私档,07风险平准,OPEN,0
经济,启航,⑤比邻星,互济,01意义资产,OPEN,0
经济,启航,⑤比邻星,互济,02物质配给,OPEN,0
经济,启航,⑤比邻星,互济,03暗舱黑市,OPEN,0
经济,启航,⑤比邻星,互济,04贸易关税,OPEN,0
经济,启航,⑤比邻星,互济,05具名工时,OPEN,0
经济,启航,⑤比邻星,互济,06残值回收,OPEN,0
经济,启航,⑤比邻星,互济,07风险平准,OPEN,0
经济,启航,⑤比邻星,商贸,01意义资产,OPEN,0
经济,启航,⑤比邻星,商贸,02物质配给,OPEN,0
经济,启航,⑤比邻星,商贸,03暗舱黑市,OPEN,0
经济,启航,⑤比邻星,商贸,04贸易关税,OPEN,0
经济,启航,⑤比邻星,商贸,05具名工时,OPEN,0
经济,启航,⑤比邻星,商贸,06残值回收,OPEN,0
经济,启航,⑤比邻星,商贸,07风险平准,OPEN,0
经济,启航,⑤比邻星,工技,01意义资产,OPEN,0
经济,启航,⑤比邻星,工技,02物质配给,OPEN,0
经济,启航,⑤比邻星,工技,03暗舱黑市,OPEN,0
经济,启航,⑤比邻星,工技,04贸易关税,OPEN,0
经济,启航,⑤比邻星,工技,05具名工时,OPEN,0
经济,启航,⑤比邻星,工技,06残值回收,OPEN,0
经济,启航,⑤比邻星,工技,07风险平准,OPEN,0
经济,启航,⑤比邻星,科医,01意义资产,OPEN,0
经济,启航,⑤比邻星,科医,02物质配给,OPEN,0
经济,启航,⑤比邻星,科医,03暗舱黑市,OPEN,0
经济,启航,⑤比邻星,科医,04贸易关税,OPEN,0
经济,启航,⑤比邻星,科医,05具名工时,OPEN,0
经济,启航,⑤比邻星,科医,06残值回收,OPEN,0
经济,启航,⑤比邻星,科医,07风险平准,OPEN,0
经济,落地,①地球,官档,01意义资产,PART,1
经济,落地,①地球,官档,02物质配给,OPEN,0
经济,落地,①地球,官档,03暗舱黑市,OPEN,0
经济,落地,①地球,官档,04贸易关税,OPEN,0
经济,落地,①地球,官档,05具名工时,OPEN,0
经济,落地,①地球,官档,06残值回收,OPEN,0
经济,落地,①地球,官档,07风险平准,OPEN,0
经济,落地,①地球,私档,01意义资产,OPEN,0
经济,落地,①地球,私档,02物质配给,OPEN,0
经济,落地,①地球,私档,03暗舱黑市,OPEN,0
经济,落地,①地球,私档,04贸易关税,OPEN,0
经济,落地,①地球,私档,05具名工时,OPEN,0
经济,落地,①地球,私档,06残值回收,OPEN,0
经济,落地,①地球,私档,07风险平准,OPEN,0
经济,落地,①地球,互济,01意义资产,OPEN,0
经济,落地,①地球,互济,02物质配给,OPEN,0
经济,落地,①地球,互济,03暗舱黑市,OPEN,0
经济,落地,①地球,互济,04贸易关税,OPEN,0
经济,落地,①地球,互济,05具名工时,OPEN,0
经济,落地,①地球,互济,06残值回收,OPEN,0
经济,落地,①地球,互济,07风险平准,OPEN,0
经济,落地,①地球,商贸,01意义资产,OPEN,0
经济,落地,①地球,商贸,02物质配给,OPEN,0
经济,落地,①地球,商贸,03暗舱黑市,OPEN,0
经济,落地,①地球,商贸,04贸易关税,OPEN,0
经济,落地,①地球,商贸,05具名工时,OPEN,0
经济,落地,①地球,商贸,06残值回收,OPEN,0
经济,落地,①地球,商贸,07风险平准,OPEN,0
经济,落地,①地球,工技,01意义资产,OPEN,0
经济,落地,①地球,工技,02物质配给,OPEN,0
经济,落地,①地球,工技,03暗舱黑市,OPEN,0
经济,落地,①地球,工技,04贸易关税,OPEN,0
经济,落地,①地球,工技,05具名工时,OPEN,0
经济,落地,①地球,工技,06残值回收,OPEN,0
经济,落地,①地球,工技,07风险平准,OPEN,0
经济,落地,①地球,科医,01意义资产,OPEN,0
经济,落地,①地球,科医,02物质配给,OPEN,0
经济,落地,①地球,科医,03暗舱黑市,OPEN,0
经济,落地,①地球,科医,04贸易关税,OPEN,0
经济,落地,①地球,科医,05具名工时,OPEN,0
经济,落地,①地球,科医,06残值回收,OPEN,0
经济,落地,①地球,科医,07风险平准,OPEN,0
经济,落地,②地月系,官档,01意义资产,PART,1
经济,落地,②地月系,官档,02物质配给,OPEN,0
经济,落地,②地月系,官档,03暗舱黑市,OPEN,0
经济,落地,②地月系,官档,04贸易关税,OPEN,0
经济,落地,②地月系,官档,05具名工时,OPEN,0
经济,落地,②地月系,官档,06残值回收,OPEN,0
经济,落地,②地月系,官档,07风险平准,OPEN,0
经济,落地,②地月系,私档,01意义资产,OPEN,0
经济,落地,②地月系,私档,02物质配给,OPEN,0
经济,落地,②地月系,私档,03暗舱黑市,OPEN,0
经济,落地,②地月系,私档,04贸易关税,OPEN,0
经济,落地,②地月系,私档,05具名工时,OPEN,0
经济,落地,②地月系,私档,06残值回收,OPEN,0
经济,落地,②地月系,私档,07风险平准,OPEN,0
经济,落地,②地月系,互济,01意义资产,OPEN,0
经济,落地,②地月系,互济,02物质配给,OPEN,0
经济,落地,②地月系,互济,03暗舱黑市,OPEN,0
经济,落地,②地月系,互济,04贸易关税,OPEN,0
经济,落地,②地月系,互济,05具名工时,OPEN,0
经济,落地,②地月系,互济,06残值回收,OPEN,0
经济,落地,②地月系,互济,07风险平准,OPEN,0
经济,落地,②地月系,商贸,01意义资产,OPEN,0
经济,落地,②地月系,商贸,02物质配给,OPEN,0
经济,落地,②地月系,商贸,03暗舱黑市,OPEN,0
经济,落地,②地月系,商贸,04贸易关税,OPEN,0
经济,落地,②地月系,商贸,05具名工时,OPEN,0
经济,落地,②地月系,商贸,06残值回收,OPEN,0
经济,落地,②地月系,商贸,07风险平准,OPEN,0
经济,落地,②地月系,工技,01意义资产,OPEN,0
经济,落地,②地月系,工技,02物质配给,OPEN,0
经济,落地,②地月系,工技,03暗舱黑市,OPEN,0
经济,落地,②地月系,工技,04贸易关税,OPEN,0
经济,落地,②地月系,工技,05具名工时,OPEN,0
经济,落地,②地月系,工技,06残值回收,OPEN,0
经济,落地,②地月系,工技,07风险平准,OPEN,0
经济,落地,②地月系,科医,01意义资产,OPEN,0
经济,落地,②地月系,科医,02物质配给,OPEN,0
经济,落地,②地月系,科医,03暗舱黑市,OPEN,0
经济,落地,②地月系,科医,04贸易关税,OPEN,0
经济,落地,②地月系,科医,05具名工时,OPEN,0
经济,落地,②地月系,科医,06残值回收,OPEN,0
经济,落地,②地月系,科医,07风险平准,OPEN,0
经济,落地,③内太阳系,官档,01意义资产,PART,1
经济,落地,③内太阳系,官档,02物质配给,OPEN,0
经济,落地,③内太阳系,官档,03暗舱黑市,OPEN,0
经济,落地,③内太阳系,官档,04贸易关税,OPEN,0
经济,落地,③内太阳系,官档,05具名工时,OPEN,0
经济,落地,③内太阳系,官档,06残值回收,OPEN,0
经济,落地,③内太阳系,官档,07风险平准,OPEN,0
经济,落地,③内太阳系,私档,01意义资产,OPEN,0
经济,落地,③内太阳系,私档,02物质配给,OPEN,0
经济,落地,③内太阳系,私档,03暗舱黑市,OPEN,0
经济,落地,③内太阳系,私档,04贸易关税,OPEN,0
经济,落地,③内太阳系,私档,05具名工时,OPEN,0
经济,落地,③内太阳系,私档,06残值回收,OPEN,0
经济,落地,③内太阳系,私档,07风险平准,OPEN,0
经济,落地,③内太阳系,互济,01意义资产,OPEN,0
经济,落地,③内太阳系,互济,02物质配给,OPEN,0
经济,落地,③内太阳系,互济,03暗舱黑市,OPEN,0
经济,落地,③内太阳系,互济,04贸易关税,OPEN,0
经济,落地,③内太阳系,互济,05具名工时,OPEN,0
经济,落地,③内太阳系,互济,06残值回收,OPEN,0
经济,落地,③内太阳系,互济,07风险平准,OPEN,0
经济,落地,③内太阳系,商贸,01意义资产,OPEN,0
经济,落地,③内太阳系,商贸,02物质配给,OPEN,0
经济,落地,③内太阳系,商贸,03暗舱黑市,OPEN,0
经济,落地,③内太阳系,商贸,04贸易关税,OPEN,0
经济,落地,③内太阳系,商贸,05具名工时,OPEN,0
经济,落地,③内太阳系,商贸,06残值回收,OPEN,0
经济,落地,③内太阳系,商贸,07风险平准,OPEN,0
经济,落地,③内太阳系,工技,01意义资产,OPEN,0
经济,落地,③内太阳系,工技,02物质配给,OPEN,0
经济,落地,③内太阳系,工技,03暗舱黑市,OPEN,0
经济,落地,③内太阳系,工技,04贸易关税,OPEN,0
经济,落地,③内太阳系,工技,05具名工时,OPEN,0
经济,落地,③内太阳系,工技,06残值回收,OPEN,0
经济,落地,③内太阳系,工技,07风险平准,OPEN,0
经济,落地,③内太阳系,科医,01意义资产,OPEN,0
经济,落地,③内太阳系,科医,02物质配给,OPEN,0
经济,落地,③内太阳系,科医,03暗舱黑市,OPEN,0
经济,落地,③内太阳系,科医,04贸易关税,OPEN,0
经济,落地,③内太阳系,科医,05具名工时,OPEN,0
经济,落地,③内太阳系,科医,06残值回收,OPEN,0
经济,落地,③内太阳系,科医,07风险平准,OPEN,0
经济,落地,④深空,官档,01意义资产,PART,1
经济,落地,④深空,官档,02物质配给,OPEN,0
经济,落地,④深空,官档,03暗舱黑市,OPEN,0
经济,落地,④深空,官档,04贸易关税,OPEN,0
经济,落地,④深空,官档,05具名工时,OPEN,0
经济,落地,④深空,官档,06残值回收,OPEN,0
经济,落地,④深空,官档,07风险平准,OPEN,0
经济,落地,④深空,私档,01意义资产,OPEN,0
经济,落地,④深空,私档,02物质配给,OPEN,0
经济,落地,④深空,私档,03暗舱黑市,OPEN,0
经济,落地,④深空,私档,04贸易关税,OPEN,0
经济,落地,④深空,私档,05具名工时,OPEN,0
经济,落地,④深空,私档,06残值回收,OPEN,0
经济,落地,④深空,私档,07风险平准,OPEN,0
经济,落地,④深空,互济,01意义资产,OPEN,0
经济,落地,④深空,互济,02物质配给,OPEN,0
经济,落地,④深空,互济,03暗舱黑市,OPEN,0
经济,落地,④深空,互济,04贸易关税,OPEN,0
经济,落地,④深空,互济,05具名工时,OPEN,0
经济,落地,④深空,互济,06残值回收,OPEN,0
经济,落地,④深空,互济,07风险平准,OPEN,0
经济,落地,④深空,商贸,01意义资产,OPEN,0
经济,落地,④深空,商贸,02物质配给,OPEN,0
经济,落地,④深空,商贸,03暗舱黑市,OPEN,0
经济,落地,④深空,商贸,04贸易关税,OPEN,0
经济,落地,④深空,商贸,05具名工时,OPEN,0
经济,落地,④深空,商贸,06残值回收,OPEN,0
经济,落地,④深空,商贸,07风险平准,OPEN,0
经济,落地,④深空,工技,01意义资产,OPEN,0
经济,落地,④深空,工技,02物质配给,OPEN,0
经济,落地,④深空,工技,03暗舱黑市,OPEN,0
经济,落地,④深空,工技,04贸易关税,OPEN,0
经济,落地,④深空,工技,05具名工时,OPEN,0
经济,落地,④深空,工技,06残值回收,OPEN,0
经济,落地,④深空,工技,07风险平准,OPEN,0
经济,落地,④深空,科医,01意义资产,OPEN,0
经济,落地,④深空,科医,02物质配给,OPEN,0
经济,落地,④深空,科医,03暗舱黑市,OPEN,0
经济,落地,④深空,科医,04贸易关税,OPEN,0
经济,落地,④深空,科医,05具名工时,OPEN,0
经济,落地,④深空,科医,06残值回收,OPEN,0
经济,落地,④深空,科医,07风险平准,OPEN,0
经济,落地,⑤比邻星,官档,01意义资产,PART,1
经济,落地,⑤比邻星,官档,02物质配给,OPEN,0
经济,落地,⑤比邻星,官档,03暗舱黑市,OPEN,0
经济,落地,⑤比邻星,官档,04贸易关税,OPEN,0
经济,落地,⑤比邻星,官档,05具名工时,OPEN,0
经济,落地,⑤比邻星,官档,06残值回收,OPEN,0
经济,落地,⑤比邻星,官档,07风险平准,OPEN,0
经济,落地,⑤比邻星,私档,01意义资产,OPEN,0
经济,落地,⑤比邻星,私档,02物质配给,OPEN,0
经济,落地,⑤比邻星,私档,03暗舱黑市,OPEN,0
经济,落地,⑤比邻星,私档,04贸易关税,OPEN,0
经济,落地,⑤比邻星,私档,05具名工时,OPEN,0
经济,落地,⑤比邻星,私档,06残值回收,OPEN,0
经济,落地,⑤比邻星,私档,07风险平准,OPEN,0
经济,落地,⑤比邻星,互济,01意义资产,OPEN,0
经济,落地,⑤比邻星,互济,02物质配给,OPEN,0
经济,落地,⑤比邻星,互济,03暗舱黑市,OPEN,0
经济,落地,⑤比邻星,互济,04贸易关税,OPEN,0
经济,落地,⑤比邻星,互济,05具名工时,OPEN,0
经济,落地,⑤比邻星,互济,06残值回收,OPEN,0
经济,落地,⑤比邻星,互济,07风险平准,OPEN,0
经济,落地,⑤比邻星,商贸,01意义资产,OPEN,0
经济,落地,⑤比邻星,商贸,02物质配给,OPEN,0
经济,落地,⑤比邻星,商贸,03暗舱黑市,OPEN,0
经济,落地,⑤比邻星,商贸,04贸易关税,OPEN,0
经济,落地,⑤比邻星,商贸,05具名工时,OPEN,0
经济,落地,⑤比邻星,商贸,06残值回收,OPEN,0
经济,落地,⑤比邻星,商贸,07风险平准,OPEN,0
经济,落地,⑤比邻星,工技,01意义资产,OPEN,0
经济,落地,⑤比邻星,工技,02物质配给,OPEN,0
经济,落地,⑤比邻星,工技,03暗舱黑市,OPEN,0
经济,落地,⑤比邻星,工技,04贸易关税,OPEN,0
经济,落地,⑤比邻星,工技,05具名工时,OPEN,0
经济,落地,⑤比邻星,工技,06残值回收,OPEN,0
经济,落地,⑤比邻星,工技,07风险平准,OPEN,0
经济,落地,⑤比邻星,科医,01意义资产,OPEN,0
经济,落地,⑤比邻星,科医,02物质配给,OPEN,0
经济,落地,⑤比邻星,科医,03暗舱黑市,OPEN,0
经济,落地,⑤比邻星,科医,04贸易关税,OPEN,0
经济,落地,⑤比邻星,科医,05具名工时,OPEN,0
经济,落地,⑤比邻星,科医,06残值回收,OPEN,0
经济,落地,⑤比邻星,科医,07风险平准,OPEN,0
经济,双星系,①地球,官档,01意义资产,PART,1
经济,双星系,①地球,官档,02物质配给,OPEN,0
经济,双星系,①地球,官档,03暗舱黑市,OPEN,0
经济,双星系,①地球,官档,04贸易关税,OPEN,0
经济,双星系,①地球,官档,05具名工时,OPEN,0
经济,双星系,①地球,官档,06残值回收,OPEN,0
经济,双星系,①地球,官档,07风险平准,OPEN,0
经济,双星系,①地球,私档,01意义资产,OPEN,0
经济,双星系,①地球,私档,02物质配给,OPEN,0
经济,双星系,①地球,私档,03暗舱黑市,OPEN,0
经济,双星系,①地球,私档,04贸易关税,OPEN,0
经济,双星系,①地球,私档,05具名工时,OPEN,0
经济,双星系,①地球,私档,06残值回收,OPEN,0
经济,双星系,①地球,私档,07风险平准,OPEN,0
经济,双星系,①地球,互济,01意义资产,OPEN,0
经济,双星系,①地球,互济,02物质配给,OPEN,0
经济,双星系,①地球,互济,03暗舱黑市,OPEN,0
经济,双星系,①地球,互济,04贸易关税,OPEN,0
经济,双星系,①地球,互济,05具名工时,OPEN,0
经济,双星系,①地球,互济,06残值回收,OPEN,0
经济,双星系,①地球,互济,07风险平准,OPEN,0
经济,双星系,①地球,商贸,01意义资产,OPEN,0
经济,双星系,①地球,商贸,02物质配给,OPEN,0
经济,双星系,①地球,商贸,03暗舱黑市,OPEN,0
经济,双星系,①地球,商贸,04贸易关税,OPEN,0
经济,双星系,①地球,商贸,05具名工时,OPEN,0
经济,双星系,①地球,商贸,06残值回收,OPEN,0
经济,双星系,①地球,商贸,07风险平准,OPEN,0
经济,双星系,①地球,工技,01意义资产,OPEN,0
经济,双星系,①地球,工技,02物质配给,OPEN,0
经济,双星系,①地球,工技,03暗舱黑市,OPEN,0
经济,双星系,①地球,工技,04贸易关税,OPEN,0
经济,双星系,①地球,工技,05具名工时,OPEN,0
经济,双星系,①地球,工技,06残值回收,OPEN,0
经济,双星系,①地球,工技,07风险平准,OPEN,0
经济,双星系,①地球,科医,01意义资产,OPEN,0
经济,双星系,①地球,科医,02物质配给,OPEN,0
经济,双星系,①地球,科医,03暗舱黑市,OPEN,0
经济,双星系,①地球,科医,04贸易关税,OPEN,0
经济,双星系,①地球,科医,05具名工时,OPEN,0
经济,双星系,①地球,科医,06残值回收,OPEN,0
经济,双星系,①地球,科医,07风险平准,OPEN,0
经济,双星系,②地月系,官档,01意义资产,PART,1
经济,双星系,②地月系,官档,02物质配给,OPEN,0
经济,双星系,②地月系,官档,03暗舱黑市,OPEN,0
经济,双星系,②地月系,官档,04贸易关税,OPEN,0
经济,双星系,②地月系,官档,05具名工时,OPEN,0
经济,双星系,②地月系,官档,06残值回收,OPEN,0
